Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Loading model...
Loading dataset...
The dataset has 18,864 samples!
The augumentation is OFF
Loading accelerator...
🚀 Accelerator launching on 1 GPU(s)
Starting training...
 Epochs:   0%|          | 0/10 [00:00<?, ?it/s]
 24%|██▍       | 4527/18864 [52:00<2:44:03,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 0s][A
 24%|██▍       | 4527/18864 [52:01<2:44:03,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 1s][A
 24%|██▍       | 4528/18864 [52:01<2:44:03,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 1s][A
 24%|██▍       | 4528/18864 [52:02<2:44:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 2s][A
 24%|██▍       | 4529/18864 [52:02<2:44:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 2s][A
 24%|██▍       | 4529/18864 [52:02<2:44:03,  1.46it/s, Loss=0.059 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=0h 52m 2s][A
 24%|██▍       | 4530/18864 [52:02<2:44:02,  1.46it/s, Loss=0.059 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=0h 52m 2s][A
 24%|██▍       | 4530/18864 [52:03<2:44:02,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 3s][A
 24%|██▍       | 4531/18864 [52:03<2:44:01,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 3s][A
 24%|██▍       | 4531/18864 [52:04<2:44:01,  1.46it/s, Loss=0.132 (L1:0.25, MSE:0.13), Free VRAM=33.3GiB, Time=0h 52m 4s][A
 24%|██▍       | 4532/18864 [52:04<2:44:00,  1.46it/s, Loss=0.132 (L1:0.25, MSE:0.13), Free VRAM=33.3GiB, Time=0h 52m 4s][A
 24%|██▍       | 4532/18864 [52:05<2:44:00,  1.46it/s, Loss=0.008 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 4s][A
 24%|██▍       | 4533/18864 [52:05<2:44:03,  1.46it/s, Loss=0.008 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 4s][A
 24%|██▍       | 4533/18864 [52:05<2:44:03,  1.46it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 5s][A
 24%|██▍       | 4534/18864 [52:05<2:44:03,  1.46it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 5s][A
 24%|██▍       | 4534/18864 [52:06<2:44:03,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 6s][A
 24%|██▍       | 4535/18864 [52:06<2:44:04,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 6s][A
 24%|██▍       | 4535/18864 [52:07<2:44:04,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 6s][A
 24%|██▍       | 4536/18864 [52:07<2:44:02,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 6s][A
 24%|██▍       | 4536/18864 [52:07<2:44:02,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 7s][A
 24%|██▍       | 4537/18864 [52:07<2:44:00,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 7s][A
 24%|██▍       | 4537/18864 [52:08<2:44:00,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 8s][A
 24%|██▍       | 4538/18864 [52:08<2:43:58,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 8s][A
 24%|██▍       | 4538/18864 [52:09<2:43:58,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 9s][A
 24%|██▍       | 4539/18864 [52:09<2:43:56,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 9s][A
 24%|██▍       | 4539/18864 [52:09<2:43:56,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 9s][A
 24%|██▍       | 4540/18864 [52:09<2:43:55,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 9s][A
 24%|██▍       | 4540/18864 [52:10<2:43:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 10s][A
 24%|██▍       | 4541/18864 [52:10<2:43:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 10s][A
 24%|██▍       | 4541/18864 [52:11<2:43:57,  1.46it/s, Loss=0.007 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 11s][A
 24%|██▍       | 4542/18864 [52:11<2:43:58,  1.46it/s, Loss=0.007 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 11s][A
 24%|██▍       | 4542/18864 [52:11<2:43:58,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 11s][A
 24%|██▍       | 4543/18864 [52:11<2:44:00,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 11s][A
 24%|██▍       | 4543/18864 [52:12<2:44:00,  1.46it/s, Loss=0.052 (L1:0.12, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 12s][A
 24%|██▍       | 4544/18864 [52:12<2:43:59,  1.46it/s, Loss=0.052 (L1:0.12, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 12s][A
 24%|██▍       | 4544/18864 [52:13<2:43:59,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 13s][A
 24%|██▍       | 4545/18864 [52:13<2:43:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 13s][A
 24%|██▍       | 4545/18864 [52:13<2:43:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 13s][A
 24%|██▍       | 4546/18864 [52:13<2:43:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 13s][A
 24%|██▍       | 4546/18864 [52:14<2:43:54,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 14s][A
 24%|██▍       | 4547/18864 [52:14<2:43:50,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 14s][A
 24%|██▍       | 4547/18864 [52:15<2:43:50,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 15s][A
 24%|██▍       | 4548/18864 [52:15<2:43:50,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 15s][A
 24%|██▍       | 4548/18864 [52:16<2:43:50,  1.46it/s, Loss=0.085 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=0h 52m 15s][A
 24%|██▍       | 4549/18864 [52:16<2:43:45,  1.46it/s, Loss=0.085 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=0h 52m 15s][A
 24%|██▍       | 4549/18864 [52:16<2:43:45,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 16s][A
 24%|██▍       | 4550/18864 [52:16<2:43:45,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 16s][A
 24%|██▍       | 4550/18864 [52:17<2:43:45,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 17s][A
 24%|██▍       | 4551/18864 [52:17<2:45:49,  1.44it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 17s][A
 24%|██▍       | 4551/18864 [52:18<2:45:49,  1.44it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 17s][A
 24%|██▍       | 4552/18864 [52:18<2:45:11,  1.44it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 17s][A
 24%|██▍       | 4552/18864 [52:18<2:45:11,  1.44it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 18s][A
 24%|██▍       | 4553/18864 [52:18<2:44:44,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 18s][A
 24%|██▍       | 4553/18864 [52:19<2:44:44,  1.45it/s, Loss=0.017 (L1:0.08, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 19s][A
 24%|██▍       | 4554/18864 [52:19<2:44:26,  1.45it/s, Loss=0.017 (L1:0.08, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 19s][A
 24%|██▍       | 4554/18864 [52:20<2:44:26,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 20s][A
 24%|██▍       | 4555/18864 [52:20<2:44:11,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 20s][A
 24%|██▍       | 4555/18864 [52:20<2:44:11,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 20s][A
 24%|██▍       | 4556/18864 [52:20<2:43:58,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 20s][A
 24%|██▍       | 4556/18864 [52:21<2:43:58,  1.45it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 21s][A
 24%|██▍       | 4557/18864 [52:21<2:43:53,  1.45it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 21s][A
 24%|██▍       | 4557/18864 [52:22<2:43:53,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 22s][A
 24%|██▍       | 4558/18864 [52:22<2:43:46,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 22s][A
 24%|██▍       | 4558/18864 [52:22<2:43:46,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 22s][A
 24%|██▍       | 4559/18864 [52:22<2:43:44,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 22s][A
 24%|██▍       | 4559/18864 [52:23<2:43:44,  1.46it/s, Loss=0.240 (L1:0.34, MSE:0.24), Free VRAM=33.3GiB, Time=0h 52m 23s][A
 24%|██▍       | 4560/18864 [52:23<2:43:41,  1.46it/s, Loss=0.240 (L1:0.34, MSE:0.24), Free VRAM=33.3GiB, Time=0h 52m 23s][A
 24%|██▍       | 4560/18864 [52:24<2:43:41,  1.46it/s, Loss=0.568 (L1:0.58, MSE:0.57), Free VRAM=33.3GiB, Time=0h 52m 24s][A
 24%|██▍       | 4561/18864 [52:24<2:43:43,  1.46it/s, Loss=0.568 (L1:0.58, MSE:0.57), Free VRAM=33.3GiB, Time=0h 52m 24s][A
 24%|██▍       | 4561/18864 [52:24<2:43:43,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 24s][A
 24%|██▍       | 4562/18864 [52:24<2:43:43,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 24s][A
 24%|██▍       | 4562/18864 [52:25<2:43:43,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 25s][A
 24%|██▍       | 4563/18864 [52:25<2:43:41,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 25s][A
 24%|██▍       | 4563/18864 [52:26<2:43:41,  1.46it/s, Loss=0.024 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 26s][A
 24%|██▍       | 4564/18864 [52:26<2:43:41,  1.46it/s, Loss=0.024 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 26s][A
 24%|██▍       | 4564/18864 [52:27<2:43:41,  1.46it/s, Loss=0.009 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 26s][A
 24%|██▍       | 4565/18864 [52:27<2:43:40,  1.46it/s, Loss=0.009 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 26s][A
 24%|██▍       | 4565/18864 [52:27<2:43:40,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 27s][A
 24%|██▍       | 4566/18864 [52:27<2:43:37,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 27s][A
 24%|██▍       | 4566/18864 [52:28<2:43:37,  1.46it/s, Loss=0.265 (L1:0.36, MSE:0.27), Free VRAM=33.3GiB, Time=0h 52m 28s][A
 24%|██▍       | 4567/18864 [52:28<2:43:35,  1.46it/s, Loss=0.265 (L1:0.36, MSE:0.27), Free VRAM=33.3GiB, Time=0h 52m 28s][A
 24%|██▍       | 4567/18864 [52:29<2:43:35,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 28s][A
 24%|██▍       | 4568/18864 [52:29<2:43:34,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 28s][A
 24%|██▍       | 4568/18864 [52:29<2:43:34,  1.46it/s, Loss=0.052 (L1:0.16, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 29s][A
 24%|██▍       | 4569/18864 [52:29<2:43:30,  1.46it/s, Loss=0.052 (L1:0.16, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 29s][A
 24%|██▍       | 4569/18864 [52:30<2:43:30,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 30s][A
 24%|██▍       | 4570/18864 [52:30<2:43:28,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 30s][A
 24%|██▍       | 4570/18864 [52:31<2:43:28,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 31s][A
 24%|██▍       | 4571/18864 [52:31<2:43:30,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 31s][A
 24%|██▍       | 4571/18864 [52:31<2:43:30,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 31s][A
 24%|██▍       | 4572/18864 [52:31<2:43:29,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 31s][A
 24%|██▍       | 4572/18864 [52:32<2:43:29,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 32s][A
 24%|██▍       | 4573/18864 [52:32<2:43:31,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 32s][A
 24%|██▍       | 4573/18864 [52:33<2:43:31,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 33s][A
 24%|██▍       | 4574/18864 [52:33<2:43:32,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 33s][A
 24%|██▍       | 4574/18864 [52:33<2:43:32,  1.46it/s, Loss=0.031 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 52m 33s][A
 24%|██▍       | 4575/18864 [52:33<2:43:33,  1.46it/s, Loss=0.031 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 52m 33s][A
 24%|██▍       | 4575/18864 [52:34<2:43:33,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 34s][A
 24%|██▍       | 4576/18864 [52:34<2:43:32,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 34s][A
 24%|██▍       | 4576/18864 [52:35<2:43:32,  1.46it/s, Loss=0.067 (L1:0.19, MSE:0.07), Free VRAM=33.3GiB, Time=0h 52m 35s][A
 24%|██▍       | 4577/18864 [52:35<2:43:31,  1.46it/s, Loss=0.067 (L1:0.19, MSE:0.07), Free VRAM=33.3GiB, Time=0h 52m 35s][A
 24%|██▍       | 4577/18864 [52:35<2:43:31,  1.46it/s, Loss=0.433 (L1:0.48, MSE:0.43), Free VRAM=33.3GiB, Time=0h 52m 35s][A
 24%|██▍       | 4578/18864 [52:35<2:43:30,  1.46it/s, Loss=0.433 (L1:0.48, MSE:0.43), Free VRAM=33.3GiB, Time=0h 52m 35s][A
 24%|██▍       | 4578/18864 [52:36<2:43:30,  1.46it/s, Loss=0.008 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 36s][A
 24%|██▍       | 4579/18864 [52:36<2:43:30,  1.46it/s, Loss=0.008 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 36s][A
 24%|██▍       | 4579/18864 [52:37<2:43:30,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 37s][A
 24%|██▍       | 4580/18864 [52:37<2:43:30,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 37s][A
 24%|██▍       | 4580/18864 [52:38<2:43:30,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 37s][A
 24%|██▍       | 4581/18864 [52:38<2:43:29,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 37s][A
 24%|██▍       | 4581/18864 [52:38<2:43:29,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 38s][A
 24%|██▍       | 4582/18864 [52:38<2:43:28,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 38s][A
 24%|██▍       | 4582/18864 [52:39<2:43:28,  1.46it/s, Loss=0.057 (L1:0.18, MSE:0.06), Free VRAM=33.3GiB, Time=0h 52m 39s][A
 24%|██▍       | 4583/18864 [52:39<2:43:24,  1.46it/s, Loss=0.057 (L1:0.18, MSE:0.06), Free VRAM=33.3GiB, Time=0h 52m 39s][A
 24%|██▍       | 4583/18864 [52:40<2:43:24,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 39s][A
 24%|██▍       | 4584/18864 [52:40<2:43:23,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 39s][A
 24%|██▍       | 4584/18864 [52:40<2:43:23,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 40s][A
 24%|██▍       | 4585/18864 [52:40<2:43:26,  1.46it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 52m 40s][A
 24%|██▍       | 4585/18864 [52:41<2:43:26,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 41s][A
 24%|██▍       | 4586/18864 [52:41<2:43:26,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 41s][A
 24%|██▍       | 4586/18864 [52:42<2:43:26,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 42s][A
 24%|██▍       | 4587/18864 [52:42<2:43:28,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 42s][A
 24%|██▍       | 4587/18864 [52:42<2:43:28,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 42s][A
 24%|██▍       | 4588/18864 [52:42<2:43:26,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 42s][A
 24%|██▍       | 4588/18864 [52:43<2:43:26,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 43s][A
 24%|██▍       | 4589/18864 [52:43<2:43:21,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 43s][A
 24%|██▍       | 4589/18864 [52:44<2:43:21,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 44s][A
 24%|██▍       | 4590/18864 [52:44<2:43:19,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 44s][A
 24%|██▍       | 4590/18864 [52:44<2:43:19,  1.46it/s, Loss=0.016 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 44s][A
 24%|██▍       | 4591/18864 [52:44<2:43:18,  1.46it/s, Loss=0.016 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 52m 44s][A
 24%|██▍       | 4591/18864 [52:45<2:43:18,  1.46it/s, Loss=0.052 (L1:0.13, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 45s][A
 24%|██▍       | 4592/18864 [52:45<2:43:17,  1.46it/s, Loss=0.052 (L1:0.13, MSE:0.05), Free VRAM=33.3GiB, Time=0h 52m 45s][A
 24%|██▍       | 4592/18864 [52:46<2:43:17,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 46s][A
 24%|██▍       | 4593/18864 [52:46<2:43:14,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 46s][A
 24%|██▍       | 4593/18864 [52:46<2:43:14,  1.46it/s, Loss=0.031 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=0h 52m 46s][A
 24%|██▍       | 4594/18864 [52:46<2:43:13,  1.46it/s, Loss=0.031 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=0h 52m 46s][A
 24%|██▍       | 4594/18864 [52:47<2:43:13,  1.46it/s, Loss=0.309 (L1:0.40, MSE:0.31), Free VRAM=33.3GiB, Time=0h 52m 47s][A
 24%|██▍       | 4595/18864 [52:47<2:43:11,  1.46it/s, Loss=0.309 (L1:0.40, MSE:0.31), Free VRAM=33.3GiB, Time=0h 52m 47s][A
 24%|██▍       | 4595/18864 [52:48<2:43:11,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 48s][A
 24%|██▍       | 4596/18864 [52:48<2:43:11,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 48s][A
 24%|██▍       | 4596/18864 [52:49<2:43:11,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 48s][A
 24%|██▍       | 4597/18864 [52:49<2:43:13,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 48s][A
 24%|██▍       | 4597/18864 [52:49<2:43:13,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 49s][A
 24%|██▍       | 4598/18864 [52:49<2:43:11,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 49s][A
 24%|██▍       | 4598/18864 [52:50<2:43:11,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 50s][A
 24%|██▍       | 4599/18864 [52:50<2:43:14,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 50s][A
 24%|██▍       | 4599/18864 [52:51<2:43:14,  1.46it/s, Loss=0.071 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 52m 50s][A
 24%|██▍       | 4600/18864 [52:51<2:56:53,  1.34it/s, Loss=0.071 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 52m 50s][A
 24%|██▍       | 4600/18864 [52:51<2:56:53,  1.34it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 51s][A
 24%|██▍       | 4601/18864 [52:51<2:53:26,  1.37it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 51s][A
 24%|██▍       | 4601/18864 [52:52<2:53:26,  1.37it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 52s][A
 24%|██▍       | 4602/18864 [52:52<2:50:26,  1.39it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 52s][A
 24%|██▍       | 4602/18864 [52:53<2:50:26,  1.39it/s, Loss=0.338 (L1:0.44, MSE:0.34), Free VRAM=33.3GiB, Time=0h 52m 53s][A
 24%|██▍       | 4603/18864 [52:53<2:48:15,  1.41it/s, Loss=0.338 (L1:0.44, MSE:0.34), Free VRAM=33.3GiB, Time=0h 52m 53s][A
 24%|██▍       | 4603/18864 [52:54<2:48:15,  1.41it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 53s][A
 24%|██▍       | 4604/18864 [52:54<2:46:41,  1.43it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 53s][A
 24%|██▍       | 4604/18864 [52:54<2:46:41,  1.43it/s, Loss=0.043 (L1:0.16, MSE:0.04), Free VRAM=33.3GiB, Time=0h 52m 54s][A
 24%|██▍       | 4605/18864 [52:54<2:45:36,  1.44it/s, Loss=0.043 (L1:0.16, MSE:0.04), Free VRAM=33.3GiB, Time=0h 52m 54s][A
 24%|██▍       | 4605/18864 [52:55<2:45:36,  1.44it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=0h 52m 55s][A
